Name,User ID,Followers,Followed,Tweets,Listed Count,Favourites Count,Media Count,Verified,Joined Twitter Date (UTC),Location,Description,Tweeted Search Term?,Pinned Tweet ID,URL,Is Blue Verified,LABEL
Okiya Omtatah Okoiti,917051281,232847,1354,20066,120,8198,437,FALSE,10/31/2012 14:54,"Nairobi,Kenya",Senator Busia County| Human-rights Activist| Executive Director ~ Kenyans for Justice and Development (KEJUDE) Trust. |Mobile +254722684777 |,No,1.80E+18,https://t.co/fl39zEDOvP,TRUE,0
Mganga,1.44E+18,283,319,422,0,522,29,FALSE,9/15/2021 9:22,"vihiga ,kenya",Allumni,Yes,,,FALSE,0
Fafa Mukuru,9.05E+17,377121,21240,606137,137,108181,47373,FALSE,9/5/2017 8:08,Promocode: GABRIELMO ,Digital Marketing | Insurance | Credit | Economics,Yes,1.81E+18,https://t.co/D2Qt3w8sRj,TRUE,1
Sholla Ard 🇰🇪,1.34E+18,30883,156,25830,36,20123,6619,FALSE,12/22/2020 17:49,Sweden🇸🇪,"La tigresse africaine  étudiant en médeci
Kenyan swedish .🇸🇪🇰🇪
Political strategist👩‍⚕♀️  @mancity💙
Part of Mancity scouting team 💙",Yes,1.81E+18,https://t.co/EfIRRuILa0,TRUE,0
George Njoroge,477852336,88994,1890,9397,92,122,2490,FALSE,1/29/2012 16:51,"Nairobi, Kenya.","CEO & MD East African Data Handlers.  A Cyber & Computer Forensic guru. Learning the secrets of this life, yearning to influence the next generation.",Yes,1.81E+18,https://t.co/HOs6xmsnb8,TRUE,0
Savannah,4897502230,320,335,3003,0,13599,46,FALSE,2/11/2016 10:12,"Nairobi, Kenya",🇰🇪,Yes,,,FALSE,1
DarkOutsider,624914598,284,299,5330,2,2600,601,FALSE,7/2/2012 17:13,Mars,The system is the matrix,Yes,,,FALSE,1
"Dr Rhoune Ochako, #AfricaArise",54165729,236,529,10671,2,17695,84,FALSE,7/6/2009 9:45,"Nairobi, Kenya","MA, MSc, Ph.D | Demography, Statistics, Health Sciences | SRH&R; HIV/AIDS; maternal, newborn, and child health; adolescent health; migration & population issues",Yes,1.36E+18,https://t.co/lCcZtE7bNo,FALSE,1
Davis🇰🇪,8.41E+17,1268,1349,1180,0,3205,10,FALSE,3/12/2017 14:17,"Malindi, Kenya",A believer... Going after my grandest goals💪,Yes,,,FALSE,1
OLE MUGAMBI,1451522707,90,307,169,0,34,19,FALSE,5/23/2013 13:29,Nairobi,MUKURU MWAMBI,Yes,,,FALSE,0
Startup,1368782762,192,1104,2909,1,15716,11,FALSE,4/21/2013 5:56,254..Ke,#TeamGGMU..UNITED all the Way | | #Techie,Yes,,,FALSE,0
Muli,399044866,1232,751,194097,20,16649,59,FALSE,10/26/2011 22:26,"Nairobi,Kenya",Man must live,Yes,,,FALSE,0
Ojutiku.,706197115,227,334,18818,3,13103,50,FALSE,7/20/2012 1:55,,x,Yes,,,FALSE,0
MIMI 👑,1.24E+18,471,536,9758,0,24208,489,FALSE,3/15/2020 15:28,,Chelsea 💙,Yes,1.73E+18,,FALSE,0
🅺🅸🅻🆆🅴🅽🅶🅴,711211632,258,198,2007,0,2556,2,FALSE,7/22/2012 20:19,"Kitui, Kenya",Follow for Follow back. Let's have fun.,Yes,,,FALSE,0
Aferican Journey,1.35E+18,623,575,7149,6,4226,938,FALSE,1/19/2021 18:12,Virtual,"Location Free, Abundance consciousness, path to new roots, homeschooler, workater, airbnbsuperguest, BG tokens, Root Cause Healing, Swahili meetups",Yes,,https://t.co/Hb6jgS3Ysw,FALSE,0
Cool kid ya KU✨,1.40E+18,327,1470,195,0,349,0,FALSE,6/5/2021 14:54,World 🌎🌍 ,"Acccountant by profession, like watching movies , action and series, travelling and listening to music are some of my hobbies
i hate lies and bullying you get t",Yes,,,FALSE,1
Brena,1.52E+18,105328,981,78035,33,60681,945,FALSE,5/4/2022 7:15,Earth,"Believer
I love y'all because why not!
Cats/Dogs❤️
Views are my own.
IG account https://t.co/1U0vcrDapD",Yes,1.81E+18,,FALSE,0
Chemoss,1558179463,4354,262,15933,1,7280,314,FALSE,6/30/2013 14:18,"Nairobi, Kenya",16.02.2022 ❤️🕊️,Yes,1.49E+18,,FALSE,0
sheila,1.11E+18,117,81,1011,0,5285,0,FALSE,3/28/2019 15:17,,,Yes,,,FALSE,0
омонди конг'о,1.49E+18,2179,5268,14351,1,64121,496,FALSE,2/1/2022 20:46,"Nairobi, Kenya",Founder Ghala Kuu,Yes,1.81E+18,https://t.co/a3moCdn8ks,FALSE,0
Nerea Mboya❤️,9.87E+17,3213,1909,4426,2,9107,24,FALSE,4/19/2018 13:37,"Nairobi, Kenya","God first always ♥️♥️♥️♥️
Reggae music soothes me ♥️💛💚
Man city fan💯",Yes,,,FALSE,1
Laura Oyier,177926050,769,32,1201,2,1321,196,FALSE,8/13/2010 12:21,WORLDWIDE,"Singer, Song writer, Dj, Entrepreneur.",Yes,,,FALSE,1
#RutoMustGo🇰🇪,1063858920,3765,3049,7139,3,6842,70,FALSE,1/5/2013 19:59,"Nairobi, Kenya",Entrepreneur,Yes,,https://t.co/GmBxvWxbke,FALSE,1
ENOCK OWINO,1.55E+18,285,753,3012,1,32013,54,FALSE,7/22/2022 11:27,,Energetic,Yes,,,FALSE,0
LANDLORD🇰🇪,1.55E+18,141331,473,143590,60,546185,4742,FALSE,7/14/2022 8:05,"Eldoret, Kenya",Influencer• Son of The Soil• DM is strictly for Business Inquiries.,Yes,1.81E+18,,TRUE,0
SUE™,1.53E+18,14887,3829,129752,5,129677,560,FALSE,6/7/2022 1:57,Kenya,Software Developer 🧑‍💻 Vue JS || PHP || WordPress Designer || BSc Computer science 📚 ||  Retweets!=Endorsement,Yes,1.80E+18,https://t.co/JAP7FZyZYZ,FALSE,1
Mbatia,1.11E+18,247,80,7358,0,13986,256,FALSE,3/17/2019 9:25,San Francisco jamming,Top tier yapper,Yes,1.76E+18,,FALSE,0
Bet Master,89012171,215,1668,2930,0,8557,24,FALSE,11/10/2009 20:22,London,Designer,Yes,,,FALSE,1
George T. Diano,255014240,101655,5613,19606,53,26670,1080,FALSE,2/20/2011 13:51,Trans Nzoia,Twitter for Satire & Peasants|| Story teller|| Dark Humor|| Educated Idiot|| Broke Men Spokesperson|| MBA- Operations Management.,Yes,,https://t.co/dNx12xbCAI,TRUE,0
Vosti,1.10E+18,350,694,5631,0,38112,89,FALSE,2/18/2019 13:13,Nakuru,"Student of Medicine and Surgery ⚕️🩺
Footballer⚽
Imagine Dragons❤️",Yes,,,FALSE,0
Morris On Twirrah,2234322170,289,835,3209,1,5407,82,FALSE,12/7/2013 10:50,"Nairobi, Kenya","Kenyan To The Core🔴¦| 
Tergat Gang
♍",Yes,1.67E+18,,FALSE,1
Kithure Kindiki,1.27E+18,106386,13,867,33,42,665,FALSE,5/27/2020 10:05,Nairobi,"Cabinet Secretary for Interior & National Administration, Kenya",No,,https://t.co/GzZhPfF9b7,TRUE,0
habibty💐,1.15E+18,429,353,20326,0,41709,52,FALSE,7/1/2019 14:17,Knowhere,A flower child 🌻 || beautiful child 🤎 || I'm in my zone♎,Yes,,,FALSE,1
Sumaiyah Omar💕🇵🇸,3297369186,19431,3666,82855,7,138018,1888,FALSE,7/27/2015 10:55,"Nairobi, Kenya","Soft life Legal practitioner, Passionate about being human, Into Tech law & Campaigns. We move, regardless, but with Tawakkul, Sabr & Shukr. Views are my own.",Yes,,,FALSE,1
Solange Mbunde,250127249,19357,976,271626,42,480,23077,FALSE,2/10/2011 13:42,,nothing's ever too serious,Yes,1.80E+18,,FALSE,1
Reject LootAll,218042093,3221,1970,106429,20,68661,2294,FALSE,11/21/2010 7:41,Afrika | Ashburton Grove.,Serial retweeter.,Yes,,,FALSE,0
Githinji,1655537941,227,455,3595,0,26187,21,FALSE,8/8/2013 14:34,,"“the laws of probability, so true in general, so fallacious in particular” - Edward Gibbon",Yes,,,FALSE,1
"Salim M Ishmael, M.D 🇰🇪",436772582,15720,2252,59385,7,21281,6661,FALSE,12/14/2011 15:16,"Nairobi, Kenya","The Twitter Doctor 👨🏽‍⚕️ || Chelsea FC since ‘04 || Co-Founder and COO, Bluemify || Co-Founder, Medics For Kenya ||",Yes,1.81E+18,https://t.co/Ae35msXjY9,TRUE,0
Badung Samson,3375331552,360,652,45946,1,24590,18,FALSE,7/14/2015 6:37,"Jos, Nigeria",,Yes,,,FALSE,0
Pearls,3411882591,245064,608,25162,126,17265,2892,FALSE,8/10/2015 5:02,Eden ,NP|MPH|Arsenal| Barca| Lover of Crisp Mountain Air| Lover of Kids| Member ObiDatti Campaign Council| Blues|Jazz|Country| #SpacesHost | Heart2Heart With Pearls.,Yes,,,TRUE,0
Ahmed Ibrahim,267571835,393,102,3723,0,1472,220,FALSE,3/17/2011 4:57,"Melbourne, Victoria",Snap chat... miharbii,Yes,,,FALSE,0
Jackie,8.56E+17,18,32,863,0,320,1,FALSE,4/22/2017 7:44,Kenya,Africa wake up✊🏿,Yes,,,FALSE,1
︎︎︎︎︎︎︎ ︎Mary Kwamboka,1.45E+18,23026,1244,49698,11,22224,3731,FALSE,10/28/2021 10:03,"Hellifield, England",Ask Around I have No Shame:: Never be ashamed of who you are! Wear it like armour it can never be used to hurt you,Yes,1.81E+18,,TRUE,1
Ronnie🇰🇪,1.31E+18,518,240,9208,0,6044,11,FALSE,9/21/2020 20:05,"Nairobi, Kenya ",God first | Range Rover Fan | Seagull Alliance Trader 📉,Yes,1.80E+18,,FALSE,0
G,1.58E+18,16,20,173,0,58,6,FALSE,10/5/2022 5:02,"Manchester, England","Embrace your strength, cultivate your wisdom, and lead with integrity.",Yes,1.66E+18,,FALSE,1
kirii,1.27E+18,175,86,7705,0,32413,0,FALSE,5/27/2020 16:14,"Nairobi, Kenya",,Yes,,,FALSE,0
Stafford Omosa,2348877041,2502,3998,73126,2,170683,34,FALSE,2/17/2014 16:00,Nairobi,"In a world where you can be anything, be kind. Be yourself. Be humble. Help where you can. Guide where you can. Mentor where you can. Learn where you can.",Yes,,,FALSE,1
PapaSid254,1.25E+18,331,1048,34149,0,51059,5,FALSE,4/7/2020 22:26,,#dreamsvalid#alutacontinua,Yes,,,FALSE,1
Kerry 🇰🇪,3390367679,46197,6911,208958,25,317778,10200,FALSE,7/24/2015 2:47,Kenya,"The future belongs to those who believe in the beauty of their dreams.Aspire to explore,learn,interact,above all live & love life😍
Actuarial😫

        #YNWA",Yes,1.81E+18,,TRUE,1
aa,3176729691,2670,372,20083,7,20900,1036,FALSE,4/17/2015 13:58,,,Yes,1.78E+18,,FALSE,0
𝕜ꪖ𝕣᭙ⅈ𝕣᭙ꪖ✿,792011365,14053,417,12608,17,12146,381,FALSE,8/30/2012 17:09,"Oxford, England",◔◡◔ 5'2” ball of 🫶🏽 & ☀!,Yes,,https://t.co/ee4BljuTn5,FALSE,1
HUSSEIN DEMESI #Demesi_Kenya,1.01E+18,157,1510,106,0,846,8,FALSE,6/23/2018 15:50,"Nairobi, Kenya","CEO The North wind Smart technologies IT &Security ltd
 & CEO Air Hussein",Yes,,https://t.co/AWqyspV4TS,FALSE,0
Mutahi Ngunyi,320316357,2335863,30,1743,439,23,262,FALSE,6/19/2011 18:01,"Nairobi, Kenya",UNAPOLOGETICALLY Afro-centric. A believer in the CROSS and the CLOCK.   Fort Hall School of Government. https://t.co/B02NbdQ4Fi,No,,https://t.co/FSHdHUWWr6,TRUE,0
MUSIC IN ME,4909518371,410,317,22128,1,37493,3434,FALSE,2/14/2016 16:33,Kenya,"©🇰🇪

™GENGE SOUL MUSIC",Yes,1.61E+18,https://t.co/DFvPYCwxoU,FALSE,1
Moh,7.12E+17,179,217,1431,0,3681,28,FALSE,3/22/2016 9:46,"Kahawa, Nairobi Kenya","Everything works out in the end
1/3 Reality Strikes 
🔗 https://t.co/I1MQyhfWrr",Yes,1.35E+18,,FALSE,1
🍒,1.38E+18,2512,599,20329,0,66584,228,FALSE,3/29/2021 4:37,🇰🇪|🏳️‍🌈 •she/her,relax umepanic,Yes,1.65E+18,,FALSE,1
Mutua Matheka,146339749,88468,2084,90569,160,1862,7171,FALSE,5/21/2010 5:33,"Nairobi, Kenya",Mango lover. Dog dad. Teaching 2 children the love of mangoes. Photographer. Ford Foundation fellow. Buy my prints and tees 👇🏾,Yes,1.25E+18,https://t.co/dL7lxNpn6D,FALSE,1
ᴀʀᴇᴀʙᴏʏʏʏ🖤🇰🇪,1.25E+18,1800,1106,20591,1,94019,1889,FALSE,4/14/2020 14:48,"Johannesburg, South Africa ","Uncle Waffles's Mister 🤡 || BOP DADDY 🖤 ||

 Cause you know what it never was? That serious.🃏.   | 21 |",Yes,1.74E+18,https://t.co/riVxjQlPhX,FALSE,0
Mumbi K,9.07E+17,12679,398,3299,6,11041,422,FALSE,9/10/2017 16:00,,Singer/Songwriter🇰🇪 🇧🇼 🇺🇸.,Yes,1.73E+18,https://t.co/0CfLvNVM0C,FALSE,1
MKENYA 🇰🇪 ⤴️,8.44E+17,346,1181,4506,3,12054,23,FALSE,3/20/2017 15:58,Kenya,Environmental scientist || GIS expert||Peace Ambassador|| Tribeless Youth||Liverpool fan.,Yes,,https://t.co/w2hmxYalGh,FALSE,0
Oliver,1.05E+18,8368,598,182773,2,37415,3137,FALSE,10/17/2018 13:03,Luxembourg,,Yes,1.79E+18,,FALSE,0
Kelitu ka Kitui,9.56E+17,6464,2056,68335,1,62125,600,FALSE,1/22/2018 21:36,Kenya,"Social Media Manager||Digital marketer||
Mom||
left-handed||
communications||",Yes,1.81E+18,,TRUE,0
igiriwM@ 🇰🇪,16463639,75063,8195,641166,403,5402,26254,FALSE,9/26/2008 4:20,"Nairobi, Kenya","This Twitter account is based on a True Story.  

I Drive Cars & Talk About Them.

Curator.

Supporting my Content via Till Number (Buy Goods) 
592 012 1",Yes,1.65E+18,https://t.co/SKsbPo2BSt,FALSE,0
audi,9.61E+17,755,1124,6471,0,31369,32,FALSE,2/7/2018 18:38,,landscape architect II writer II,Yes,,,FALSE,1
Jina Hupati,1.70E+18,125,194,9184,0,50177,26,FALSE,9/5/2023 19:47,,,Yes,,,FALSE,0
Back & Body Hurts,144610826,10689,995,81490,17,6986,9947,FALSE,5/16/2010 20:24,C53,"Vaxed, waxed and heavily taxed. Giving you class, sass and ass 💁🏾‍♀️ Closure is for your weave.",Yes,1.58E+18,,TRUE,0
MkenyaDaima | Bongani🇿🇦 | Mamba 🇹🇿 | ₿,1.41E+18,44463,500,101045,18,363997,2807,FALSE,6/16/2021 8:11,"Nairobi, Kenya",,Yes,1.80E+18,https://t.co/k3U4QwKdnv,TRUE,0
"Ngalula, RN",8.17E+17,21168,12820,13863,4,33458,949,FALSE,1/4/2017 9:03,,"BScN, RN
President Emeritus @KESNNUR; Health Systems Strengthening; Health Policy, Planning and Financing Enthusiast; SRHR Advocate. Posts are random views!",Yes,1.62E+18,,FALSE,1
"William Samoei Ruto, PhD",333935142,6387546,259,17790,1314,142,12865,FALSE,7/12/2011 9:42,Kenya,President of The Republic of Kenya.,Yes,,https://t.co/X1EgXc8I5w,TRUE,0
GK Nyambura,1.13E+18,15291,332,6652,8,37081,262,FALSE,5/15/2019 15:40,,F.A.C.E M.O.D.E.L🌸 Lawyer & Accountant ✨Freedom Fighting Baddie✨,Yes,,https://t.co/ZpXg2540e1,FALSE,1
"Hon Ababu-Namwamba, EGH🇰🇪",352439708,633326,1167,22550,168,29290,4018,FALSE,8/10/2011 16:36,"Nairobi, Kenya","Cabinet Secretary for Youth Affairs, Creative Economy and Sports, Republic of Kenya🇰🇪",No,,https://t.co/86Ltmd0xeu,TRUE,0
National Police Service-Kenya,3342530218,1094829,149,15259,478,3798,5194,FALSE,6/23/2015 9:04,"Nairobi, Kenya Jogoo House A","Official Twitter Account for The National Police Service-Kenya. Emergency lines:999,112 FB|https://t.co/77IfR0A9ZM |@PoliceKe|@APSKenya|@DCI_Kenya|",No,,https://t.co/eZPPEYZgQb,FALSE,0
#RutoMustGo,272884931,13369,2287,185979,46,2213,7204,FALSE,3/27/2011 11:12,"Taxmenistan, New Singapore",Soft heart || Li 👦🏾 Binzari 🐶 & Ginger 🐶 || APM @juabill || UX || I will leave you to argue with my ancestors || Eco Friendly (all I do is nap),Yes,1.80E+18,,FALSE,0
🇰🇪 James WaNjeri,407509771,11615,586,15352,11,6907,572,FALSE,11/8/2011 5:16,,"Commercial, Employment and Labour Lawyer, James Njeri and Company Advocates

Business: legal@jnadvocates.com",Yes,1.81E+18,https://t.co/Jrl4xF8lHa,FALSE,1
Pauline.,8.56E+17,20007,10474,14444,51,16362,888,FALSE,4/22/2017 14:24,"San Francisco, CA",#MIT #Engineer #Dev #Hacker I code for Providence. #Python #Ruby #Lisp #AXΩ #Manutd,Yes,,,FALSE,0
Lord of the Ricks,9.16E+17,11284,779,277433,4,67423,17152,FALSE,10/4/2017 16:37,Error ⁴⁰⁴🏴‍☠️,♚THE GREAT♔《Paint me as a Villain》★Arsenal☆,Yes,1.40E+18,,FALSE,0
Njeri,1.06E+18,36948,2909,122499,19,52322,2909,FALSE,11/10/2018 19:43,,"Founder: https://t.co/EyLFXhRVZw

Founder: https://t.co/tUnU9KEbkT

Co-founder: @jengacourses
 https://t.co/fUFfSjHxjm

Author #LifeAfterHighSch",Yes,1.76E+18,,FALSE,1
Cerebral Assassin,1261246086,20328,610,368670,105,113123,14487,FALSE,3/12/2013 6:15,,"Maybe is just no,but without commitment. Academic writer: Essays, theses, dissertations and statistics (SPSS). Sometimes I'm an engineer.",Yes,3.71E+17,,FALSE,0
DARK DRE 🥷🏾 💽,275311784,81,58,1411,0,7535,64,FALSE,4/1/2011 1:33,"Nairobi, Kenya",My album 'Letters To Cleopatra' 💽 💌 link in bio,Yes,1.22E+18,https://t.co/xkY6WD5glt,FALSE,0
Khadija M. Farah,71930473,2452,765,13109,40,6768,581,FALSE,9/6/2009 0:51,"Nairobi, Kenya",Photojournalist. Female agitator. IG: @farahkhad | Available for assignments. YNWA.,Yes,,https://t.co/neXFtxQhr6,FALSE,0
Michael,1.42E+18,77363,936,89040,69,75,28162,FALSE,8/6/2021 8:05,The Universe,• Auto Consultancy • @BeyondTarmac • Curious • @DetailersKenya • @Modanrentacar • Rhumba • +254733665551 • 9am — 5pm • Walker,Yes,1.73E+18,https://t.co/tpHyCiH4Qb,TRUE,0
Ligih 🇰🇪,2224775873,6811,1303,91890,6,111608,684,FALSE,12/14/2013 7:13,Nairobi,"I don't tweet to get followers, I tweet bc someone's life may depend on it naah idgaf | Chelsea FC 💙 | DM for promo",Yes,1.81E+18,,FALSE,0
Karizz🔥,1.34E+18,1267,426,7276,3,27501,766,FALSE,12/7/2020 17:37,wametuzoea sana,pushin positivity 🌟,Yes,1.61E+18,,FALSE,0
SE2661,1.66E+18,6,29,394,0,76,0,FALSE,5/26/2023 17:53,,,Yes,,,FALSE,0
Minyiega Sabinah,1.06E+18,255,218,2314,0,2207,5,FALSE,11/8/2018 6:38,"Nairobi, Kenya","A feminist,lover of life,advocate for equality❤",Yes,,,FALSE,0
Mutinda,1371517854,190234,1030,67646,86,36554,10976,FALSE,4/22/2013 7:39,Nairobi,Live a little. For business- brianmutinda101@gmail.com,Yes,1.30E+18,,FALSE,1
Habel Moses🇰🇪,2915156403,1931,2368,6732,1,4621,711,FALSE,12/11/2014 8:37,"Kasarani, Kenya","Your No. 1 #Techplug
I am for truth no matter who tells it. I'm for justice no matter who it is for or against. @GGMU",Yes,1.53E+18,https://t.co/RGWqA6whDX,FALSE,0
RECALL MPs 🇰🇪,1706837190,3278,5053,68764,15,67067,1210,FALSE,8/28/2013 9:55,"Nairobi, Kenya",•Pan African • Aspiring philanthropist/humanitarian •Communications Director: Thirdway Alliance Kenya @Thirdway_Kenya •,Yes,1.45E+18,https://t.co/wjzhVCV7Yq,FALSE,0
SlimSauce,8.46E+17,384,562,17306,0,127195,859,FALSE,3/27/2017 13:38,Nyumbani,a tough act to follow,Yes,1.14E+18,,FALSE,0
#RejectFinanceBill2024 #ToaWote,2800078935,540,1306,6596,3,34325,45,FALSE,10/2/2014 14:24,"Nairobi, Kenya","UI/UX Designer || Framer developer 

Think long term but enjoy today",Yes,1.80E+18,,FALSE,1
HARNRED,2272066422,2974,2108,10870,7,16759,636,FALSE,1/1/2014 20:31,nairobi-kenya,"Be the Change, you want to see 
#SDG13 #ClimateAction
#LH44 Sir Lewis Hamilton  #MercedesAmgF1",Yes,9.87E+17,,FALSE,1
#RejectFinanceBill2024,332751799,58052,807,82799,89,7510,3717,FALSE,7/10/2011 10:44,,adventure | life | dance,Yes,1.81E+18,https://t.co/DUcPnanQA4,FALSE,1
kuria Njeri,3404592250,287,332,1273,0,1960,9,FALSE,8/5/2015 18:19,kenya,"the created becomes the creator.

Quantity surveyor.
Manchester united.
..",Yes,,https://t.co/4GSI6d1kYr,FALSE,1
|•Ms Kanyi•|,634653798,534,734,7438,3,4603,55,FALSE,7/13/2012 13:29,,"Work smart, celebrate people's wins, be kind and good things will happen",Yes,,,TRUE,1
#TheyWillNotBelieve,8.46E+17,263,239,1449,1,3694,26,FALSE,3/27/2017 4:15,"Nairobi, Kenya.","Medical Doctor.
Student, School of Life.
Actually, I can.",Yes,,,FALSE,0
Prince Owino,1.76E+18,23,71,527,0,5841,4,FALSE,2/28/2024 9:06,Nairobi,,Yes,,,FALSE,0
Rosette Ochieng',1.15E+18,351,251,36338,1,691,363,FALSE,7/11/2019 20:36,"Homa Bay, Kenya","Wear your heart on your skin in this life 
#chelseafc",Yes,1.64E+18,,FALSE,0
kamwana,1.06E+18,550,1700,14200,0,79454,41,FALSE,11/15/2018 17:22,"Nairobi, Kenya","Things that make you say 'WTF'
'But your honor,babies kick pregnant women all the time'",Yes,,,FALSE,0
Alyan Lan,1.50E+18,61,111,466,0,343,10,FALSE,3/2/2022 11:21,"Nairobi, Kenya",🌚🎉🥳 Fx Trader / Phone Technician 😁,Yes,,,FALSE,1
Ochieng Onyango,2502550435,498,1004,19305,1,21868,234,FALSE,5/17/2014 21:13,,Proud African and a free thinker.,Yes,9.21E+17,,FALSE,0
Ochieng Opiata,8.23E+17,181,801,1210,0,250,1,FALSE,1/23/2017 11:18,,Sound Engineer | Digital Marketer | Electrical Engineer | Music Producer,Yes,,,FALSE,1
Jumuiyan,1.07E+18,11521,986,275593,13,158,13944,FALSE,11/23/2018 6:58,,,Yes,1.64E+18,,FALSE,0
Kimani Ichung’wah,253173862,673831,39,3277,169,1365,1252,FALSE,2/16/2011 18:16,Kenya,Member of Parliament for Kikuyu Constituency & Leader of Majority Party in National assembly -13th Parliament.,No,,https://t.co/MfJS9qb3Z4,TRUE,1
NASRA,9.11E+17,15870,231,3273,3,3176,294,FALSE,9/22/2017 9:33,,Comedian.. creative Genius,Yes,1.62E+18,https://t.co/qDRmeS6t4s,FALSE,1
Kirgit 🐮,1.02E+18,5825,1926,203174,6,233,1445,FALSE,7/21/2018 8:30,,The Herder 🐮|  Digital Media 📹 | Liverpool FC ⚽ | Pixels 📸 | Travel 🛤️ | Design 🎨,Yes,,,FALSE,0
Eve Maina,1289527801,87229,55,18128,42,2480,1619,FALSE,3/22/2013 19:51,,Finance. Credit management |Top 100 unstoppable women shaping the world(2022)| Men shoes wholesale supply chain for 6 years|Official shoes- @ManlyManKenya,Yes,1.71E+18,https://t.co/ggYhUQO5N2,TRUE,1
Ohta Ryota 🇸🇬,252951350,59039,2480,71593,74,2724,5803,FALSE,2/16/2011 7:33,Nairobi,New Singapore Citizen.,Yes,1.45E+18,,TRUE,1
😒😐,9.52E+17,791,551,2188,0,40814,42,FALSE,1/12/2018 14:54,,😋😋,Yes,,,FALSE,1
SON OF MOMBASA 🇰🇪,1.31E+18,4309,1709,117694,6,90091,1565,FALSE,9/18/2020 12:03,MOMBASA(001🇰🇪) ,"Clearing & Foward ||
™hatukai saana ®initiative©. ||
Lord Enough Of Ungrateful Friends. ||
True Son of God || 0728964171 || juniorkevo55555@gamil.com",Yes,1.58E+18,https://t.co/7cmW7T5Qhq,FALSE,0
Kanairaw,481171822,8362,5577,17275,21,27399,2324,FALSE,2/2/2012 11:53,,Raw thoughts. Writer. Imagination. I play with words. Copy writer.  Just opinions not to be taken seriously.,Yes,,,TRUE,1
Tai,8.70E+17,319,348,2048,3,59678,22,FALSE,6/1/2017 13:41,Nairobi ,"Dr!@,FINANCIAL FREEDOM MY ONLY HOPE",Yes,1.31E+18,,FALSE,0
Laughy Toughy,34218068,324,701,11095,3,884,272,FALSE,4/22/2009 7:49,Nairobi kenya,Compulsive Tyrant.,Yes,,,FALSE,1
Just_Adhiambo,1.05E+18,32,41,1577,0,4406,0,FALSE,10/23/2018 21:12,,"Gemini
Book lover💌
Live  Love  Learn🌻",Yes,,,FALSE,0
Marlene Lucas,9.26E+17,3343,683,16511,3,43235,771,FALSE,11/2/2017 18:53,"Nairobi, Kenya",Multimedia journalist,Yes,1.46E+18,,FALSE,0
Cyrile Clodwig,4854395266,143,579,665,0,1506,20,FALSE,1/27/2016 18:04,"Nairobi, Kenya",HR Consultancy Services Proposals Writer | Researcher | Digital Journalist | Research Writer/ Editor | Scholar,Yes,1.30E+18,,FALSE,1
Alfred Keter🇰🇪,9.85E+17,110442,54,3274,39,17090,358,FALSE,4/13/2018 21:54,"Nairobi, Kenya",Official page for former Member of Parliament for Nandi Hills Constituency,Yes,1.81E+18,,TRUE,1
Name can be blank,586438379,400,168,3564,0,16259,176,FALSE,5/21/2012 10:38,"Kisumu, Kenya",I don't get it,Yes,,,FALSE,1
U.S. Embassy Nairobi,70636581,510139,1230,24948,825,3507,4365,FALSE,9/1/2009 9:03,"Nairobi, Kenya","The official U.S. Embassy Nairobi twitter account. Follow @USAmbKenya.

Social Media Terms of Use: https://t.co/qhPM7k7RHa",No,,https://t.co/kT9XqnrFZ8,TRUE,1
Oboh Bright,1.71E+18,220,1172,29955,0,61197,4,FALSE,9/23/2023 19:45,Nigeria,SHINE BRIGHT LIFE A DIAMOND 🔶,Yes,,,FALSE,0
True Kenyan 🇰🇪,301413349,163,166,3562,2,29406,148,FALSE,5/19/2011 12:40,"Nairobi, Kenya","Team Chelsea , Team Hyundai, Team Ferrari 💪",Yes,,,FALSE,0
shiru thuku,4361036475,12,278,3219,0,2191,8,FALSE,12/3/2015 12:10,,,Yes,,,FALSE,0
Anand Madhvani,1892943842,4325,4983,110557,133,272648,11336,FALSE,9/22/2013 8:09,Nairobi,dreaming of better tomorrows,Yes,1.81E+18,https://t.co/FUEMb0UJL2,FALSE,1
Gladiator in jeans 🇰🇪,106705968,19646,7798,148250,22,124844,12534,FALSE,1/20/2010 12:54,Kenya,Tech. Arts. Nature. MUFC. F1.,Yes,,,FALSE,0
Belladonnarthy🇰🇪🇰🇪🇰🇪,1.43E+18,5448,742,21524,1,18089,417,FALSE,8/28/2021 17:13,,"A lover of life, an upcoming writer, a single mum and single mum Stan account. 
A fighter, I live on my own rules and I'm at times considered rebellious.",Yes,,,FALSE,0
